RRID	Resource Name	total mention count
4035	OPKO	84
4675	Southeast Tissue Alliance, Inc. - SETA	84
4851	AntWeb	84
6330	University of Neurosurgery Video Theatre	84
9577	Fiber Optic Button Response System	84
11377	Max Planck Institute for Infection Biology; Berlin; Germany	84
13237	MIMIC II	84
9383	SILCLOD	83
10436	Traditional Medicine Meridian Value Sets	83
11182	Danish Agency for Science Technology and Innovation	83
11189	Division of cancer control and population science	83
12858	National Institute on Disability and Rehabilitation Research	83
3450	metaphor	82
4095	Korea University; Seoul; South Korea	82
11061	Penn DNA Sequencing Facility	82
11241	Miami University; Ohio; USA	82
12562	David H Murdock Research Institute	82
13750	National Bank for Industrial Microorganisms and Cell Cultures	82
258	Pondicherry University; Puducherry; India	81
501	ECNP	81
2461	HIBAL	81
3289	Michigan State University Brain Biodiversity Bank	81
4105	PHARMO Institute	81
5047	Huazhong University of Science and Technology; Wuhan; China	81
8580	Tronolab	81
9729	CHOP Pathology Core Laboratories	81
1084	Howard University; Washington D.C.; USA	80
4441	Guthy-Jackson Charitable Foundation	80
4700	Hema-Quebec	80
5171	University of Konstanz; Baden-Wurttemberg; Germany	80
6440	NIST - National Institute of Standards and Technology	80
10129	UPR Macromolecular X-ray Crystallography Core Facility	80
10154	UTSA X-ray Crystallography Laboratory	80
11292	Health and Environmental Sciences Institute (HESI)	80
11696	University of Southern Denmark; Odense; Denmark	80
5424	University of Liverpool; Liverpool; United Kingdom	79
6502	University of Perpignan Via Domitia; Perpignan; France	79
6514	Neurophilosophy	79
4874	MLA-HLS	78
10377	Neural Motor Recovery Ontology	78
975	Liverpool John Moores University; Liverpool; United Kingdom	77
1588	The Cromwell Workshop	77
2940	Ablynx	77
6349	Piedmont Health Survey of the Elderly	77
9749	DFCI Clinical Research Laboratory	77
9824	HSPH Exposure and Environmental Analysis Service	77
10699	UC Davis Alzheimers Disease Center - Resources	77
11372	Max Planck Institute for Demographic Research; Mecklenburg-Vorpommern; Germany	77
11527	Sichuan University; Sichuan; China	77
3611	Current German Weather Stations	76
6388	SPARC	76
7234	Canadian Microelectronics Corporation Microsystems	76
11157	Clark University; Massachusetts; USA	76
11631	University of Duisburg-Essen; North Rhine-Westphalia; Germany	76
356	TAPS	75
1882	EPMBA.ORG: Electronic Prenatal Mouse Brain Atlas	75
1990	Cognitive Neuroscience Society	75
2842	University of Coimbra; Coimbra; Portugal	75
3704	Social Environment and Biomarkers of Aging Study in Taiwan	75
3915	Systematized Nomenclature of Medicine - Clinical Terms	75
6718	University of Quebec; Quebec; Canada	75
11200	East Tennessee State University; Tennessee; USA	75
11613	University of Bristol; Bristol; United Kingdom	75
967	Greek General Secretariat of Research and Technology	74
5557	NIH Chemical Genomics Center	74
5561	University of London; London; United Kingdom	74
9725	CHOP Clinical Trials Office	74
3967	American Society for Apheresis	73
4628	Washington Regional Transplant Community - WRTC	73
11406	National center for immunization and respiratory diseases	73
11432	National Institute of Mental Health and Neuro Sciences; Bangalore; India	73
12159	MQ Research Centre in Quantum Science and Technology	73
12169	University of Toledo Instrumentation Center	73
12292	Xeno Diagnostics LLC	73
13467	National Cell Culture Center	73
4354	Rocky Mountain MS Center	72
4738	UK Stem Cell Bank	72
11559	Technical University of Denmark; Lyngby; Denmark	72
11568	Terry Fox Research Institute	72
13520	Congressionally Directed Medical Research Program Grants Database	72
2719	Movement Disorder Virtual University (MDVU): Resource Library	71
3988	Medtronic	71
5879	North Texas Traumatic Brain Injury Model System	71
6243	InterSpecies Analysing Application using Containers	71
9773	Dartmouth SYNERGY: Biostatistics Consultation Core	71
11719	University of Texas at San Antonio; Texas; USA	71
12264	Douglas Brain Imaging Centre	71
12306	McGill Experimental Therapeutics Program	71
12519	WSU Applied Genomics Technology Center	71
4975	University of Malaga; Andalusia; Spain	70
5005	Alamo Tissue Service, Ltd.	70
7423	University of Regensburg; Bavaria; Germany	70
10038	University of Pennsylvania Center for Molecular Therapy for Cystic Fibrosis Vector Core	70
10064	Tuskegee Center for Biomedical Research - Shared Instrumentation Core	70
10827	Nagoya University; Nagoya; Japan	70
11250	Fritz Lipmann Institute; Jena; Germany	70
11342	Leiden University; Leiden; Netherlands	70
11604	University Hospital Erlangen; Bavaria; Germany	70
12600	Cleveland Clinic Molecular Biotechnology Core	70
374	University of Southern Queensland; Queensland; Australia	69
824	MONARCH Disease Models View	69
2647	University of Bari; Bari; Italy	69
5500	University of Lleida; Lleida; Spain	69
9469	A sample size calculation method	69
10199	Vanderbilt Tissue Core Laboratory	69
1619	Expression Patterns for C. elegans promoter GFP fusions	68
1656	Sample of Science	68
9489	Generalized PPI Toolbox	68
10121	UPR Center for Drug Information and Research	68
11145	Central University of the Caribbean; Puerto Rico; USA	68
11374	Max Planck Institute for Heart and Lung Research; Bad Nauheim; Germany	68
914	Frontier Scientific	67
4102	Kumamoto University; Kumamoto; Japan	67
4391	Office of the NCI Director	67
6166	University of Waterloo; Ontario; Canada	67
10321	Flora Phenotype Ontology	67
10531	Dangerous Ideas	67
11460	NHLBI Division of Blood Diseases and Resources	67
11651	University of Guelph; Ontario; Canada	67
12510	KU Nuclear Magnetic Resonance Laboratory	67
189	Google Tech Talks - YouTube	66
955	Austrian Agency for Health and Food Safety	66
11103	Australian National Fabrication Facility	66
11119	Birkbeck University of London; London; United Kingdom	66
11125	Buck Institute; California; USA	66
966	Genome Canada	65
4458	St. James Hospital Cryobiology Laboratory Stem Cell Facility	65
4538	Arnaud Delormes Programs Overview	65
9913	MGH Biostatistics Center	65
11112	Battelle Memorial Institute; Ohio; USA	65
11501	Rockefeller University; New York; USA	65
11523	Shandong University; Shandong; China	65
12430	UNC School of Medicine Center for Structural Biology	65
12445	Duke University Labs and Facilities	65
12454	University of Rochester Labs and Facilities	65
2220	National Snow and Ice Data Center	64
3968	American Society of Diagnostic and Interventional Nephrology	64
4244	University of North Carolina at Charlotte; North Carolina; USA	64
5162	Tropical Botanic Garden and Research Institute	64
5708	GUMC Department of Biostatistics Bioinformatics and Biomathematics - Liu Lab	64
10195	Wistar Flow Cytometry Facility	64
11491	Rene Rachou Research Center - FIOCRUZ; Belo Horizonte; Brazil	64
11560	Technical University of Munich; Bavaria; Germany	64
12616	Ontario Cancer Biomarker Network	64
12926	American Neurological Association	64
3746	Be The Cure	63
9369	R/LUCA	63
10361	Microbial Culture Collection Vocabulary	63
11533	Spanish Ministry of Science and Innovation	63
6	University of Algarve; Faro; Portugal	62
271	iFad	62
3675	Trauma Screening Questionaire	62
4071	Korea Research Institute of Bioscience and Biotechnology; Daejeon; South Korea	62
4748	Oklahoma Brain Tumor Foundation	62
5216	Science 3.0	62
7323	National NeuroAIDS Tissue Consortium	62
11670	University of Michigan Rackham Graduate School; Michigan; USA	62
214	Council for Scientific and Industrial Research; Gauteng; South Africa	61
297	Screensaver	61
3196	ARC Centre of Excellence in Vision Science	61
3976	ChemoCentryx	61
4289	Rhode Island Biobank	61
10013	Penn Gene Targeting Service	61
11344	Life Science Foundation; Santiago; Chile	61
211	Images of the Drosophila Nervous System	60
3638	Resources for Enhancing Alzheimers Caregiver Health	60
4725	National Stem Cell Bank	60
8489	Drew Scientific Group	60
9767	Dartmouth Multi-Photon Imaging	60
11084	Adam Mickiewicz University in Poznan; Poznan; Poland	60
1075	University of Adelaide; Adelaide; Australia	59
2444	University of Antwerp; Antwerp; Belgium	59
3669	Brandeis University; Massachusetts; USA	59
6999	Carbon Dioxide Information Analysis Center	59
10293	University of Alabama at Birmingham School of Medicine; Alabama; USA	59
11143	Center for Information Technology	59
11609	University of Birmingham; Birmingham; United Kingdom	59
11776	Wayne State University; Michigan; USA	59
12326	Georgia Tech Magnetic Resonance Laboratory	59
12640	Columbia Transgenic Mouse Shared Resource	59
1512	Diabetes Research in Children Network	58
2162	University of Cantabria; Cantabria; Spain	58
3354	Eindhoven University of Technology; North Brabant; Netherlands	58
8732	Luxembourg Income Study	58
8744	Neuroanatomy at UBC	58
12696	HMS Systems Biology Flow Cytometry Facility	58
1016	Geoffs Bio-Directories	57
3634	NIH Toolbox Odor Identification Test	57
5575	Georgetown University; Washington D.C.; USA	57
5654	Hungarian Academy of Sciences; Budapest; Hungary	57
6413	Global-Multi Resolution Topography Grid Service	57
10198	Vanderbilt Survey Research Shared Resource	57
12504	DFCI Monoclonal Antibody Core Facility	57
12666	UC Davis Proteomics Core Facility	57
12892	Ghent University; Ghent; Belgium	57
13632	Stroke Trials Registry	57
1366	Jadavpur University; West Bengal; India	56
4010	JDRF Artificial Pancreas Project Consortium	56
4115	Pivot Park Screening Centre	56
4491	Brain Science Podcast	56
4906	UCSD Experimental Neuropath Laboratory	56
8099	Parkinson's Disease Research, Education and Clinical Center	56
11268	Harvard School of Public Health; Massachusetts; USA	56
11556	Szent Istvan University Faculty of Veterinary Science; Budapest; Hungary	56
11755	Vall d'Hebron Institute of Oncology; Barcelona; Spain	56
12648	University of Pittsburgh Research Histology Services	56
250	Polish Academy of Sciences Warsaw; Warsaw; Poland	55
991	Pontifical Catholic University of Argentina; Buenos Aires; Argentina	55
1437	Laboratory for Fluorescence Dynamics	55
3672	PTSD Symptom Scale - Self-Report	55
4208	Accelerated Cure Project MS Repository	55
11735	University of Tubingen; Baden-Wurttemberg; Germany	55
8783	COS Funding News	54
10172	Vanderbilt Clinical Trials Shared Resource	54
10288	African Traditional Medicine Ontology	54
11633	University of Dundee College of Life Sciences; Scotland; United Kingdom	54
12000	APHA	54
12544	Massachusetts General Hospital Labs and Facilities	54
12922	University of Hamburg; Hamburg; Germany	54
254	Polytechnic University of Milan; Milan; Italy	53
377	Lonza	53
492	AlzProtect	53
1056	University of Minnesota Histology and Immunohistochemistry Laboratory	53
2190	Neotoma Paleoecology Database	53
2674	e-Driver	53
4280	OECI - Tubafrost: The European Human Frozen Tissue Bank	53
4878	University of Genoa; Genoa; Italy	53
6100	University of North Carolina at Chapel Hill; North Carolina; USA	53
10722	Cognitive Daily	53
11677	University of Missouri, Kansas City School of Pharmacy	53
2419	MCML and CONV	52
4007	Alzheimers Association Research Roundtable	52
7751	University of Rome Tor Vergata; Rome; Italy	52
9364	R/GAP	52
10612	Gossamer	52
11027	Medical University of Graz; Graz; Austria	52
11389	McMaster University; Ontario; Canada	52
12198	Peter Mac Translational Research Laboratory	52
12643	OSU Nucleic Acid Shared Resource	52
2728	CASBAH	51
3835	Swiss Institute of Allergy and Asthma Research	51
6210	University of Nottingham; Nottingham; United Kingdom	51
10208	Wistar Molecular Screening Facility	51
10237	HOL	51
10555	Organogenesis, Inc.	51
11311	Institute of Experimental Biology and Technology; Oeiras; Portugal	51
11688	University of Murcia; Murcia; Spain	51
12226	WUSTL Hybridoma Center	51
12523	Imperial College London Labs and Facilities	51
762	Histology World: Nervous System Histology	50
985	Nihon University; Tokyo; Japan	50
1040	Miami University Labs and Facilities	50
1125	Marshall University; West Virginia; USA	50
1649	UW-Madison Neuroscience Resources	50
3400	Loyola University Department of Molecular Pharmacology and Experimental Therapeutics	50
3698	Critical Path to TB Drug Regimens	50
3791	BioReliance	50
11021	Mouse Clinical Institute; Alsace; France	50
11737	University of Twente; Overijssel; Netherlands	50
12721	NYU Immunohistochemistry Core	50
668	Tennenbaum Center for the Biology of Creativity	49
3466	University of Toledo Health Sciences Campus; Neurosciences	49
5819	FSST - Functional Similarity Search Tool	49
6534	Yeshiva University; New York; USA	49
8095	Cure Parkinson's Trust	49
8715	Magellan Bioscience Group	49
9774	Dartmouth SYNERGY: Clinical Trials Office	49
9925	MGH Mouse Imaging Program	49
10205	Wistar Genomics Facility	49
11243	Milken Institute; California; USA	49
12385	Alamo Laboratories Inc	49
989	Ontario Ministry of Research and Innovation; Ontario; Canada	48
2217	Smithsonian Mineral Sciences Collections	48
3713	I-SPY 2 TRIAL	48
3716	ILSI HESI Drug-induced Nephrotoxicity Biomarkers	48
5602	X-Tile	48
6191	University of Notre Dame; Indiana; USA	48
9838	Harvard FAS Center for Brain Science - Electron Microscopy Core Facility	48
11467	Northeastern University, Bouve College of Health Sciences	48
11543	Stockholm University; Stockholm; Sweden	48
13747	Bombay Natural History Museum	48
223	AusBiotech: Australia's Biotechnology Organization	47
1304	OLIN	47
1871	Korean Ministry of Education Science and Technology	47
2661	Grants.gov	47
4016	Weston Brain Institute	47
4895	RTI Donor Services	47
7537	University of Utah Salt Lake City Utah. Pharmacology & Toxicology	47
10431	Taxonomy for Rehabilitation of Knee Conditions	47
10876	Arpeggio	47
11208	Eotvos Lorand University; Budapest; Hungary	47
11381	Max Planck Institute of Molecular Cell Biology and Genetics; Dresden; Germany	47
11463	NHLBI Division of Prevention and Population Sciences	47
11496	RIKEN Yokohama Institute; Kanagawa; Japan	47
13195	SAPAS	47
3815	Asthma UK	46
4498	University of Ljubljana; Ljubljana; Slovenia	46
4506	National Surgical Adjuvant Breast and Bowel Project Tissue Bank	46
10008	Penn Community Engagement and Research Core	46
11278	Hebrew University of Jerusalem; Jerusalem; Israel	46
11471	North Carolina State University; North Carolina; USA	46
12219	Brown Proteomics Shared Resource Facility	46
12553	Kinexus Bioinformatics Corporation	46
1135	BioCytex	45
2896	ORNIS	45
3539	Christopher Newport University; Virginia; USA	45
5621	All About Grants Podcast	45
8415	Biolog Inc. Bacterial Identification Microbial Identification Phenotype MicroArray	45
8509	Foundation for Informed Medical Decision Making	45
11591	UC Davis School of Veterinary Medicine; California; USA	45
12627	Tubingen Ageing and Tumour Immunology Group	45
12747	Northwestern University Cognitive Neurology and Alzheimers Disease Center	45
627	IRIS DMC Web Services	44
3157	Hyperphagia	44
3283	Yale Rudd Center for Food Policy and Obesity	44
3610	Alaska Satellite Facility	44
3640	NIH Toolbox Dynamic Visual Acuity Test	44
3894	Fondazione Centro San Raffaele; Milan; Italy	44
6788	TWiP - This Week in Parasitism	44
7617	Cypriot National Genetic Database	44
11710	University of Tartu; Tartu; Estonia	44
12482	MSU Mass Spectrometry Facility	44
977	Massachusetts Institute of Technology; Massachusetts; USA	43
3628	NIH Toolbox Standing Balance Test	43
5018	Living Bank	43
9169	EHAP	43
11173	Critical Path Institute; Arizona; USA	43
3895	Electro Scientific Industries	42
4093	Bremen Cancer Registry	42
4138	Sunnybrook Tumour Bank	42
6347	Global-Multi Resolution Topography Image Service	42
6582	Ultrafast Optical Processes Laboratory	42
9505	MASI Label Fusion	42
10283	Neuropsychological testing ontology	42
10381	Nursing Care Coordination Ontology	42
10560	Tokyo Cord Blood Bank (Japanese)	42
11101	Auburn University; Harrison School of Pharmacy	42
11152	Charles III University of Madrid; Madrid; Spain	42
12210	University of Utah Flow Cytometry Core Facility	42
12431	UT Southwestern Genomics Core	42
12663	University of Alberta Labs and Facilities	42
13665	massIVE	42
13753	DH Writer	42
1261	Synthetic Biology Open Language Visual Ontology	41
2565	University of Aveiro; Aveiro; Portugal	41
3187	SALT	41
3961	CXR Biosciences	41
7538	Wayne State University, Pharmacology	41
9075	GC/GCF	41
9731	Oregon State University; Oregon; USA	41
11089	Albany Medical College; Albany; New York	41
11628	University of Debrecen; Debrecen; Hungary	41
11766	Virginia-Maryland Regional College of Veterinary Medicine; Virginia; USA	41
12299	Joslin Diabetes Center Islet Isolation Core	41
12522	Newcastle University Labs and Facilities	41
1654	First Nerve	40
2375	Neighbourhood Approximation Forest	40
2950	AllerHunter: Cross-reactive Allergen Prediction Home	40
3402	Alberta Geological Survey	40
6483	Xavier University of Louisiana; Louisiana; USA	40
7479	SUNY Stony Brook Department of Neurology Stony Brook NY	40
12309	Harvard SERI Graphic Services Core	40
12401	Moffitt Cancer Center Small Animal Imaging Laboratory	40
12423	BIOTREND Chemikalien GmbH	40
2644	PLoS Impact Explorer	39
3722	Multiple Myeloma Genomics Portal	39
3732	Karma	39
3963	KaLy-Cell	39
3997	Genentech	39
9948	McLean Translational Imaging Laboratory	39
10305	Dermatology Lexicon	39
10999	UNC School of Medicine Flow Cytometry Core Facility	39
11218	European Science Foundation	39
12408	UT Southwestern Electron Microscopy Core	39
12676	DF/HCC DNA Resource Core	39
2335	DPDx: Laboratory Identification of Parasites of Public Health Concern	38
3575	Corpus Callosum Thickness Profile Analysis Pipeline	38
3688	Major Depression Inventory	38
4674	Immune Deficiency Foundation	38
9834	Harvard Center for Biological Imaging	38
11222	Federal University of Rio Grande do Sul; Rio Grande do Sul; Brazil	38
573	AdaptiveCrawler	37
3904	Janssen Research and Development	37
4032	Alzheimer's Plan Foundation	37
10165	Vanderbilt Diabetes Research and Training Center Cell Imaging Shared Resource	37
10462	Retinal wave repository	37
10721	RTI Biologics	37
11548	Tulane University; Louisiana; USA	37
11650	University of Groningen; Groningen; Netherlands	37
257	Ponce School of Medicine and Health Sciences; Puerto Rico; USA	36
283	Lasergene's SeqMan Pro	36
2199	Critical Zone Observatories	36
2336	Drug-Interactions	36
3309	Dictyostelium Discoideum Anatomy Ontology	36
4397	MPI Research	36
4614	IPBIR - Integrated Primate Biomaterials and Information Resource	36
11284	Kirksville College of Osteopathic Medicine	36
12175	University of Colorado Denver Labs and Facilities	36
12310	HMS Biopolymers Facility	36
12447	University of North Carolina at Chapel Hill Labs and Facilities	36
1045	Ottawa Hospital Research Institute Labs and Facilities	35
3305	Allegheny College; Neuroscience Program	35
3699	Altman Self-Rating Mania Scale	35
4242	Life Alaska Donor Services, Inc.	35
4476	Stem-Health Hellas Stem Cell Bank	35
5846	Cell Podcasts	35
8513	Familybuilder	35
8931	Coursera	35
9153	COPE	35
10395	Pediatric Terminology	35
12201	UCLA Translational Pathology Core Laboratory	35
12312	BIDMC Confocal Imaging Core	35
12487	Ohio University Genomics Facility	35
12642	Penn Electron Microscopy Core Laboratory	35
264	Pontifical Catholic University of Argentina School of Medical Sciences; Buenos Aires; Argentina	34
2239	MAIA (Microarray Image Analysis)	34
2251	University of Alaska Fairbanks; Alaska; USA	34
3618	NIH Toolbox Picture Sequence Memory Test	34
6950	Mesh-based Monte Carlo (MMC)	34
7853	University of Salerno; Salerno; Italy	34
8330	Visual Illusions Gallery	34
9652	Wisconsin White Matter Hyperintensities Segmentation Toolbox	34
9771	Dartmouth SYNERGY: Biomedical Informatics Core	34
10136	UPR Virology Laboratory	34
11039	Sanford-Burnham Stem Cell Research Center	34
11040	MQ Australian Proteome Analysis Facility	34
11237	Fraunhofer Institute for Toxicology and Experimental Medicine	34
11671	University of Milan; Milan; Italy	34
11935	MGC	34
12661	McGill University Labs and Facilities	34
12680	HNDC Drug Discovery in Neurodegeneration	34
2201	IRIS	33
2864	National Resource Center for Cephalopods	33
4040	Reata Pharmaceuticals	33
4881	Lawson Brain Tumour Tissue Bank	33
4887	Neurology Podcast	33
8475	De Rerum Natura	33
9495	IDeA Lab brain image processing suite	33
11203	National Institute for Research in Computer Science and Control; Brittany; France	33
11704	University of Strasbourg; Strasbourg; France	33
13385	Renin Angiotensin System Study	33
255	Polytechnic University of Valencia; Valencia; Spain	32
890	Penn Small Animal Imaging Facility: PET/SPECT/CT Sub-Core	32
3994	Nephrology Nursing Certification Commission	32
4702	LifeSource	32
9772	Dartmouth SYNERGY: Bioregistry	32
11468	Northeastern University; Massachusetts; USA	32
12261	USF Mass Spectrometry Biological Applications and High-Throughput Proteomics Facility	32
12976	Centers for Disease Control and Prevention	32
992	Royal Institute of Technology; Stockholm; Sweden	31
1085	Japan Society for the Promotion of Science	31
4276	Nevada Donor Network, Inc.	31
5882	University of Nevada at Reno; Nevada; USA	31
6222	LepChorionDB	31
7417	NEI Research Funding	31
8086	University of Southampton; Southampton; United Kingdom	31
9775	Dartmouth SYNERGY: Ethics Consultation Core	31
9935	MSM Center of Laboratory Animal Resources	31
10294	Coding Symbols for a Thesaurus of Adverse Reaction Terms	31
11031	Emory University Labs and Facilities	31
11689	University of Nantes; Nantes; France	31
12656	University of California Santa Cruz Labs and Facilities	31
12671	UA Infectious Disease Resource Core	31
12908	Wright State University Dayton OH. Pharmacology and Toxicology	31
252	Polytechnic University of Catalonia; Barcelona; Spain	30
3540	Open Rotterdam Glaucoma Imaging Data Sets	30
3930	Diamyd Medical	30
8252	HIV Guide	30
8374	HerpNET	30
10002	Penn Cell Center Services Facility	30
12220	University of Connecticut Labs and Facilities	30
12327	UNC School of Medicine Macromolecular X-Ray Crystallography Core Facility	30
12380	ProMab Biotechnologies Inc.	30
338	PaintShop Pro	29
671	VarB	29
1445	National Center for Macromolecular Imaging	29
1917	Tropical Diseases Research to Foster Innovation & Knowledge Application	29
2211	UCL Medical School; London; United Kingdom	29
3995	Nephropath	29
3998	Cornell University; New York; USA	29
5777	ASH Video Library	29
6232	University of Western Brittany; Brest; France	29
9122	APE	29
10074	UCC Data Management and Statistical Research Support Unit	29
11187	Delft University of Technology; South Holland; Netherlands	29
11356	Loyola University Chicago; Illinois; USA	29
11590	UC Davis School of Medicine; California; USA	29
11975	University of Pittsburgh Health Sciences Library System	29
12298	Harvard Tumor Imaging Metrics Core	29
1659	Kasetsart University; Bangkok; Thailand	28
1764	Intute: The Best Web Resources For Education and Research	28
4124	Data Scientist Training for Librarians	28
5346	Charles R. Drew University of Medicine and Science; California; USA	28
7256	CONGU	28
8437	Disaster Resource	28
9726	CHOP Flow Cytometry Core Laboratory	28
9882	JDC Media Core	28
10663	Action for Autism	28
11832	discovering-cse	28
12282	University of Oklahoma Labs and Facilities	28
12525	Provincial Health Services Authority Labs and Facilities	28
1092	qips	27
2219	Antarctic Glaciological Data Center	27
2751	Community Epidemiology Work Group	27
4315	Charge Czar: Peptide charge state determination for low-resolution tandem mass spectra	27
6761	NeuroNetwork	27
7187	COPE: Cytokines and Cells Online Pathfinder Encyclopaedia	27
8850	Herzon Lab	27
10998	UGA Comparative Pathology Laboratory	27
11781	Weill Cornell Medical College; New York; USA	27
12305	BIDMC Flow Cytometry Core	27
206	Coalition For Accelerating Standards and Therapies	26
545	Science Talk	26
957	Brown University; Rhode Island; USA	26
1937	RAVEN	26
3946	Simulations Plus	26
4752	LREC Conferences	26
6821	MatOFF	26
8295	Open Library	26
8756	Brain Research Institute Biobank Resources	26
10084	Swiss Commission for Technology and Innovation	26
10630	Advanced Biohealing, Inc.	26
11387	Mayo Graduate School; Minnesota; USA	26
12192	University of Louisville Labs and Facilities	26
12361	URMC Proteomics Core	26
12425	Penn State Organic Synthesis Core Facility - Hershey Cancer Center	26
12594	UMD BioAnalytical Service Laboratory	26
12691	ANFF Bio Fabrication	26
12832	National Environmental Public Health Tracking Program	26
3586	Mount Sinai Allograft Technologies	25
3761	Stein Institute for Research on Aging Video Archive	25
3785	Minimal Standard Terminology of Digestive Endoscopy	25
3789	BioClinica	25
4167	SeWeR - SEquence analysis using WEb Resources	25
9768	Dartmouth SYNERGY: Recruitment and Retention Core	25
9769	Dartmouth SYNERGY: Research Design and Epidemiology Core	25
10124	UPR Central Electron Microscopy Unit	25
11090	Albert Einstein College of Medicine; New York; USA	25
11747	University of Warsaw; Warsaw; Poland	25
176	University of Vermont Labs and Facilities; Center of Biomedical Research Excellence (COBRE) in Neuroscience	24
2215	National Lacustrine Core Facility	24
3721	MMRF CoMMpass Study	24
4000	NxStage Medical	24
6328	Worcester Polytechnic Institute; Massachusetts; USA	24
8903	Cross-Sectional and Longitudinal Aging Study	24
8950	National Social Life Health and Aging Project (NSHAP)	24
9901	Sapienza University of Rome; Rome; Italy	24
11521	Seoul National University; Seoul; South Korea	24
11946	ARTIVA	24
12254	UT Southwestern Protein Chemistry Technology Core	24
12349	Purdue Biophysical Analysis Lab	24
12409	NYU Histopathology Core	24
493	Exonhit Therapeutics	23
2460	PST MRI Simulator	23
3820	European Federation of Pharmaceutical Industries and Associations	23
4003	ACTTION	23
6492	Unique	23
9623	fNIR Devices	23
9799	HMS Image and Data Analysis Core	23
9829	Harvard CNS Imaging and Analysis Facility	23
10127	UPR Infectious and Global Diseases Program	23
10131	UPR Pharmaceutical Science Research Support Unit	23
11108	Bowling Green State University; Ohio; USA	23
11263	Harbin Institute of Technology; Harbin; China	23
11346	London School of Hygiene and Tropical Medicine; London; United Kingdom	23
11469	Northeast Forest University; Harbin; China	23
11672	University of Minho; Braga; Portugal	23
12316	BWH Specimen Bank	23
12395	Marin Analytics	23
12473	University of Texas at San Antonio Labs and Facilities	23
12645	University of Arkansas Labs and Facilities	23
953	Austrian Academy of Sciences; Vienna; Austria	22
3855	European Federation of Allergy and Airways Diseases Patients Associations	22
3964	SOLVO Biotechnology	22
5373	Moa	22
8998	Neuroimage Analysis Center	22
11044	WVU Genomics Core Facility	22
11137	Carnegie Institution for Science	22
11612	University of Bremen; Bremen; Germany	22
12366	URMC Electron Microscopy Core	22
12578	Vivalis	22
1693	Enriched Domain Detector	21
1885	NIH VideoCasting	21
3161	American Association for the History of Medicine	21
4524	Ask Dr Wiki	21
7246	Candrive	21
8758	ITERA Life - Sciences	21
9877	JDC Computer Resource	21
10174	Vanderbilt Cooperative Human Tissue Network	21
11787	Windber Research Institute	21
363	University of Wroclaw; Wroclaw; Poland	20
539	IMPACT: International Mission for Prognosis and Analysis of Clinical Trials in TBI	20
2195	National Center for Earth-Surface Dynamics	20
3867	University of Manitoba; Manitoba; Canada	20
3954	Experimental Pharmacology and Oncology Berlin-Buch	20
3971	Anthera Pharmaceuticals	20
4155	BioPharma Storage Facility - Masy Systems	20
8622	The Decision Tree	20
11135	Cardiff University; Wales; United Kingdom	20
11235	German Federal Ministry of Economics and Technology	20
11750	University of Wyoming School of Pharmacy	20
248	Polish Academy of Sciences Poznan; Poznan; Poland	19
883	Hunter NMR Spectroscopy Facility	19
3958	Coordinating center for infectious diseases	19
6352	Yale University; Connecticut; USA	19
7888	University of Santiago de Compostela; Santiago de Compostela; Spain	19
8215	NSDL: The National Science Digital Library	19
9145	EVOKER	19
9680	BWH Biostatistics Center	19
10158	Vanderbilt Antibody and Protein Resource	19
10211	Wistar Proteomics Facility	19
10477	Abbott	19
11394	Ministry of Information and Communication of Korea	19
11512	Sacred Heart Hospital of Montreal; Quebec; Canada	19
12621	Yale University Labs and Facilities	19
1966	Visible Human Transverse Section Through the Head	18
2269	flowMap	18
3766	Predict-TB	18
4037	Proteon Therapeutics	18
5696	Clemson Computational Biophysics and Bioinformatics	18
7758	Islander	18
8407	American Well	18
9658	SCALCE	18
10163	Vanderbilt Biostatistics Collaboration Center	18
10341	Logical Observation Identifier Names and Codes	18
10459	Virginia Tech Carilion Research Institute Sample	18
10610	Medscape App for iPhone and iPod touch	18
11359	Maastricht University; Maastricht; Netherlands	18
11698	University of South Australia; Adelaide; Australia	18
12014	DBCAT	18
12076	kruX	18
12251	Shipley Consulting LLC	18
3619	NIH Toolbox Auditory Verbal Learning Test (Rey)	17
3856	EBiSC	17
5555	MIT OpenCourseWare	17
10187	Vanderbilt Institute of Nanoscale Science and Engineering	17
10197	Vanderbilt Sleep Research Core	17
11287	Hessian Ministry for Science and Art	17
11982	NGS Leaders	17
12157	Template Based Rotation	17
12171	UTHSCSA Optical Imaging Facility	17
12687	ANFF Characterisation	17
14948	Archer Farms	17
1412	MIT/ Harvard Center for Magnetic Resonance	16
2080	CASY Cell Counter and Analyser System Model TT	16
3906	Microsens	16
4118	Syncom	16
5010	University of Ioannina; Ioannina; Greece	16
5124	National Academy of Sciences Podcasts	16
6400	Wigwams	16
10987	KSF Labs	16
11041	UTMB Mass Spectrometry Core	16
11079	Beijing Normal University; Beijing; China	16
11107	Banner Alzheimer's Institute; Arizona; USA	16
11558	Technical University of Braunschweig; Braunschweig; Germany	16
11567	U.S. Environmental Protection Agency	16
12208	Sanford-Burnham Applied Bioinformatics Core	16
12444	Montana State University Labs and Facilities	16
12517	Oregon Health and Science University Labs and Facilities	16
166	NIH Toolbox Picture Vocabulary Test	15
280	University of Illinois College of Pharmacy	15
520	Quality of Medical Data	15
538	Ishtar	15
1296	wateRmelon	15
2463	Public Health Image Library	15
